Time;Temp1
00:00;0.9
00:10;0.8
00:20;0.8
00:30;0.8
00:40;1.0
00:50;1.0
01:00;1.0
01:10;1.0
01:20;1.0
01:30;1.0
01:40;0.3
01:50;0.4
02:00;0.5
02:10;0.4
02:20;0.3
02:30;0.4
02:40;0.5
02:50;0.6
03:00;0.6
03:10;0.5
03:20;0.6
03:30;0.6
03:40;0.5
03:50;0.5
04:00;0.4
04:10;0.4
04:20;0.4
04:30;0.4
04:40;0.3
04:50;0.4
05:00;0.3
05:10;0.2
05:20;0.1
05:30;0.3
05:40;0.3
05:50;0.2
06:00;0.3
06:10;0.2
06:20;0.2
06:30;0.2
06:40;0.2
06:50;0.2
07:00;0.1
07:10;0.1
07:20;0.1
07:30;0.1
07:40;0.2
07:50;0.2
08:00;0.1
08:10;0.1
08:20;-0.0
08:30;0.0
08:40;0.1
08:50;0.0
09:00;0.0
09:10;0.0
09:20;0.1
09:30;0.2
09:40;0.3
09:50;0.4
10:00;0.4
10:10;0.3
10:20;0.5
10:30;0.4
10:40;0.3
10:50;0.4
11:00;0.6
11:10;0.5
11:20;-0.2
11:30;0.1
11:40;0.5
11:50;0.7
12:00;0.6
12:10;0.7
12:20;0.7
12:30;0.8
12:40;0.9
12:50;1.0
13:00;1.1
13:10;1.1
13:20;1.1
13:30;1.1
13:40;1.0
13:50;0.9
14:00;0.4
14:10;-0.6
14:20;-0.8
14:30;-0.1
14:40;0.3
14:50;0.5
15:00;0.7
15:10;0.8
15:20;0.7
15:30;0.8
15:40;0.6
15:50;0.6
16:00;0.6
16:10;0.6
16:20;-0.2
16:30;-0.4
16:40;-0.1
16:50;0.2
17:00;0.2
17:10;0.2
17:20;0.2
17:30;0.3
17:40;0.3
17:50;0.5
18:00;0.4
18:10;0.4
18:20;0.3
18:30;0.2
18:40;0.1
18:50;-0.1
19:00;-0.1
19:10;-0.5
19:20;-0.5
19:30;-0.3
19:40;-0.2
19:50;-0.2
20:00;-0.1
20:10;-0.1
20:20;-0.1
20:30;0.0
20:40;0.1
20:50;0.1
21:00;0.0
21:10;0.2
21:20;0.2
21:30;0.2
21:40;0.0
21:50;-0.1
22:00;-0.1
22:10;-0.1
22:20;0.0
22:30;0.1
22:40;0.2
22:50;0.3
23:00;0.2
23:10;0.1
23:20;-0.0
23:30;-0.3
23:40;-0.4
23:50;-0.2
