Time;Temp1
00:00;5.5
00:10;5.5
00:20;5.7
00:30;5.7
00:40;5.7
00:50;5.6
01:00;5.5
01:10;5.7
01:20;5.8
01:30;6.0
01:40;6.0
01:50;6.0
02:00;6.0
02:10;6.0
02:20;6.0
02:30;6.0
02:40;6.0
02:50;6.0
03:00;6.0
03:10;6.0
03:20;5.9
03:30;5.8
03:40;5.8
03:50;5.7
04:00;5.7
04:10;5.7
04:20;5.6
04:30;5.6
04:40;5.5
04:50;5.6
05:00;5.7
05:10;5.6
05:20;5.5
05:30;5.5
05:40;5.5
05:50;5.5
06:00;5.3
06:10;5.4
06:20;5.4
06:30;5.4
06:40;5.6
06:50;5.6
07:00;5.6
07:10;5.6
07:20;5.7
07:30;5.7
07:40;5.7
07:50;5.6
08:00;5.6
08:10;5.8
08:20;5.8
08:30;5.9
08:40;6.0
08:50;6.2
09:00;6.4
09:10;6.7
09:20;6.9
09:30;7.2
09:40;7.2
09:50;7.1
10:00;7.1
10:10;7.5
10:20;7.5
10:30;7.8
10:40;8.1
10:50;8.4
11:00;8.4
11:10;8.3
11:20;8.2
11:30;8.2
11:40;8.3
11:50;8.6
12:00;9.0
12:10;9.4
12:20;9.6
12:30;9.4
12:40;9.3
12:50;9.1
13:00;8.9
13:10;9.0
13:20;8.9
13:30;9.2
13:40;9.6
13:50;9.5
14:00;9.4
14:10;9.0
14:20;8.4
14:30;8.1
14:40;8.4
14:50;8.8
15:00;8.8
15:10;8.8
15:20;8.3
15:30;7.8
15:40;7.3
15:50;7.1
16:00;7.0
16:10;7.0
16:20;7.0
16:30;7.2
16:40;7.4
16:50;7.4
17:00;7.6
17:10;7.7
17:20;7.8
17:30;7.8
17:40;7.8
17:50;7.9
18:00;8.1
18:10;8.1
18:20;8.1
18:30;8.2
18:40;8.2
18:50;8.3
19:00;8.3
19:10;8.4
19:20;8.4
19:30;8.5
19:40;8.5
19:50;8.6
20:00;8.7
20:10;8.8
20:20;8.8
20:30;8.9
20:40;9.0
20:50;9.0
21:00;9.1
21:10;9.1
21:20;9.2
21:30;9.1
21:40;9.0
21:50;8.9
22:00;8.9
22:10;8.9
22:20;8.9
22:30;8.8
22:40;8.7
22:50;8.7
23:00;8.6
23:10;8.6
23:20;8.6
23:30;8.7
23:40;8.7
23:50;8.6
