Time;Temp1
00:00;10.0
00:10;10.0
00:20;9.9
00:30;9.9
00:40;9.8
00:50;9.7
01:00;9.8
01:10;9.7
01:20;9.6
01:30;9.7
01:40;9.6
01:50;9.5
02:00;9.4
02:10;9.3
02:20;9.1
02:30;9.1
02:40;9.1
02:50;9.1
03:00;9.1
03:10;8.9
03:20;8.8
03:30;8.8
03:40;8.8
03:50;8.7
04:00;8.8
04:10;8.8
04:20;8.9
04:30;8.8
04:40;8.8
04:50;8.8
05:00;8.9
05:10;8.9
05:20;9.1
05:30;9.2
05:40;9.2
05:50;9.2
06:00;9.4
06:10;9.4
06:20;9.6
06:30;9.7
06:40;9.9
06:50;10.3
07:00;10.4
07:10;10.3
07:20;10.5
07:30;10.8
07:40;10.7
07:50;10.8
08:00;11.4
08:10;11.4
08:20;11.2
08:30;11.5
08:40;12.1
08:50;12.1
09:00;12.2
09:10;12.5
09:20;12.4
09:30;12.5
09:40;12.5
09:50;12.6
10:00;12.7
10:10;12.8
10:20;12.5
10:30;12.5
10:40;12.5
10:50;12.6
11:00;12.9
11:10;13.1
11:20;13.5
11:30;13.5
11:40;13.3
11:50;13.2
12:00;13.3
12:10;13.3
12:20;13.3
12:30;13.3
12:40;12.9
12:50;12.4
13:00;12.0
13:10;11.7
13:20;11.8
13:30;12.1
13:40;12.1
13:50;12.3
14:00;12.8
14:10;12.6
14:20;12.7
14:30;13.2
14:40;13.7
14:50;13.8
15:00;14.2
15:10;14.3
15:20;14.3
15:30;14.3
15:40;14.0
15:50;13.4
16:00;13.0
16:10;12.4
16:20;12.2
16:30;12.2
16:40;12.1
16:50;12.5
17:00;12.9
17:10;13.3
17:20;13.6
17:30;13.4
17:40;13.3
17:50;13.0
18:00;12.8
18:10;12.8
18:20;12.8
18:30;12.8
18:40;12.5
18:50;12.5
19:00;12.5
19:10;12.1
19:20;11.6
19:30;11.0
19:40;10.9
19:50;10.8
20:00;10.6
20:10;10.5
20:20;10.4
20:30;10.3
20:40;10.2
20:50;10.1
21:00;10.0
21:10;9.9
21:20;9.7
21:30;9.5
21:40;9.4
21:50;9.4
22:00;9.4
22:10;9.7
22:20;9.6
22:30;9.8
22:40;9.8
22:50;9.8
23:00;9.8
23:10;9.7
23:20;9.7
23:30;9.8
23:40;9.8
23:50;9.6
