Time;Temp1
00:00;0.4
00:10;0.4
00:20;0.4
00:30;0.3
00:40;0.4
00:50;0.3
01:00;0.1
01:10;0.1
01:20;-0.1
01:30;-0.2
01:40;-0.1
01:50;0.1
02:00;0.3
02:10;0.3
02:20;0.3
02:30;0.2
02:40;0.1
02:50;0.2
03:00;-0.0
03:10;-0.1
03:20;-0.1
03:30;-0.1
03:40;-0.2
03:50;-0.2
04:00;-0.3
04:10;-0.1
04:20;0.0
04:30;-0.1
04:40;-0.1
04:50;0.2
05:00;0.3
05:10;0.2
05:20;-0.2
05:30;-0.1
05:40;0.2
05:50;0.5
06:00;0.1
06:10;0.4
06:20;0.6
06:30;1.1
06:40;1.2
06:50;1.2
07:00;1.4
07:10;2.1
07:20;2.1
07:30;2.3
07:40;2.7
07:50;2.7
08:00;3.8
08:10;3.6
08:20;4.2
08:30;4.8
08:40;3.8
08:50;4.7
09:00;5.4
09:10;4.3
09:20;3.8
09:30;3.7
09:40;3.7
09:50;4.1
10:00;4.3
10:10;4.4
10:20;4.3
10:30;4.9
10:40;5.1
10:50;4.3
11:00;4.0
11:10;3.7
11:20;3.9
11:30;4.4
11:40;4.7
11:50;4.6
12:00;5.2
12:10;5.6
12:20;5.6
12:30;4.9
12:40;4.8
12:50;4.9
13:00;5.0
13:10;5.1
13:20;5.0
13:30;5.1
13:40;5.3
13:50;4.9
14:00;4.7
14:10;4.8
14:20;4.7
14:30;4.8
14:40;4.9
14:50;4.9
15:00;5.2
15:10;5.2
15:20;5.7
15:30;6.0
15:40;5.9
15:50;5.9
16:00;5.4
16:10;5.5
16:20;5.9
16:30;5.7
16:40;5.8
16:50;5.2
17:00;4.8
17:10;4.7
17:20;4.5
17:30;4.4
17:40;4.6
17:50;4.7
18:00;4.6
18:10;4.5
18:20;4.3
18:30;4.3
18:40;4.0
18:50;3.7
19:00;3.5
19:10;3.4
19:20;3.3
19:30;3.1
19:40;2.8
19:50;3.2
20:00;3.1
20:10;2.7
20:20;2.6
20:30;2.7
20:40;2.6
20:50;2.5
21:00;2.5
21:10;2.5
21:20;2.5
21:30;2.3
21:40;2.4
21:50;2.4
22:00;2.0
22:10;1.8
22:20;1.9
22:30;1.7
22:40;1.6
22:50;1.6
23:00;1.5
23:10;1.4
23:20;1.4
23:30;1.3
23:40;1.3
23:50;1.3
