Time;Temp1
00:00;17.3
00:10;17.4
00:20;17.4
00:30;17.4
00:40;17.5
00:50;17.5
01:00;17.4
01:10;17.8
01:20;17.7
01:30;17.3
01:40;17.1
01:50;17.0
02:00;16.9
02:10;16.9
02:20;17.0
02:30;17.1
02:40;16.9
02:50;16.9
03:00;16.9
03:10;16.8
03:20;17.0
03:30;16.9
03:40;16.7
03:50;16.6
04:00;16.6
04:10;16.6
04:20;16.8
04:30;17.3
04:40;17.7
04:50;17.9
05:00;17.8
05:10;17.9
05:20;18.1
05:30;18.8
05:40;19.0
05:50;19.5
06:00;19.8
06:10;19.9
06:20;20.5
06:30;20.7
06:40;20.8
06:50;21.4
07:00;22.6
07:10;21.9
07:20;22.1
07:30;21.9
07:40;22.8
07:50;22.3
08:00;22.4
08:10;22.8
08:20;22.9
08:30;23.0
08:40;23.2
08:50;23.3
09:00;23.8
09:10;23.8
09:20;23.8
09:30;23.9
09:40;23.9
09:50;24.1
10:00;24.1
10:10;24.0
10:20;24.3
10:30;24.3
10:40;24.6
10:50;24.6
11:00;24.6
11:10;24.7
11:20;24.8
11:30;24.5
11:40;24.6
11:50;25.1
12:00;24.9
12:10;24.9
12:20;24.9
12:30;25.0
12:40;25.2
12:50;25.3
13:00;25.1
13:10;25.3
13:20;24.9
13:30;24.9
13:40;24.9
13:50;24.1
14:00;24.5
14:10;25.4
14:20;25.9
14:30;26.1
14:40;26.2
14:50;26.2
15:00;24.0
15:10;23.6
15:20;22.9
15:30;22.6
15:40;22.2
15:50;22.1
16:00;22.1
16:10;22.3
16:20;22.5
16:30;22.7
16:40;22.6
16:50;22.9
17:00;23.2
17:10;22.8
17:20;22.2
17:30;21.9
17:40;21.7
17:50;21.8
18:00;21.6
18:10;21.4
18:20;21.1
18:30;20.8
18:40;20.6
18:50;20.5
19:00;20.4
19:10;20.0
19:20;19.7
19:30;19.6
19:40;19.0
19:50;18.9
20:00;18.9
20:10;18.5
20:20;18.1
20:30;17.7
20:40;17.9
20:50;17.4
21:00;17.6
21:10;17.7
21:20;17.6
21:30;17.6
21:40;17.4
21:50;17.3
22:00;17.4
22:10;17.4
22:20;17.2
22:30;17.1
22:40;17.2
22:50;17.2
23:00;17.3
23:10;17.3
23:20;17.4
23:30;17.4
23:40;17.1
23:50;17.3
