Time;Temp1
00:00;4.7
00:10;4.9
00:20;4.9
00:30;4.8
00:40;4.3
00:50;4.4
01:00;5.2
01:10;5.2
01:20;5.0
01:30;4.9
01:40;4.4
01:50;5.1
02:00;4.9
02:10;4.0
02:20;4.9
02:30;5.4
02:40;5.4
02:50;2.9
03:00;2.6
03:10;3.5
03:20;4.0
03:30;4.4
03:40;4.2
03:50;4.7
04:00;4.7
04:10;4.9
04:20;5.4
04:30;5.1
04:40;5.6
04:50;5.7
05:00;5.7
05:10;5.7
05:20;5.6
05:30;5.6
05:40;2.8
05:50;3.4
06:00;2.6
06:10;3.6
06:20;4.0
06:30;4.3
06:40;3.6
06:50;3.8
07:00;4.9
07:10;4.9
07:20;4.5
07:30;4.2
07:40;3.8
07:50;4.3
08:00;4.9
08:10;5.2
08:20;5.9
08:30;6.3
08:40;6.9
08:50;6.7
09:00;6.9
09:10;7.4
09:20;8.2
09:30;8.5
09:40;6.6
09:50;6.4
10:00;6.5
10:10;6.6
10:20;7.1
10:30;8.1
10:40;8.4
10:50;9.0
11:00;9.2
11:10;8.6
11:20;9.0
11:30;9.5
11:40;10.8
11:50;11.7
12:00;11.6
12:10;11.8
12:20;12.0
12:30;12.1
12:40;12.0
12:50;11.8
13:00;11.6
13:10;11.4
13:20;11.3
13:30;10.9
13:40;10.8
13:50;11.0
14:00;8.8
14:10;8.4
14:20;8.6
14:30;8.9
14:40;8.8
14:50;9.1
15:00;8.8
15:10;8.4
15:20;8.6
15:30;8.5
15:40;8.1
15:50;7.9
16:00;8.0
16:10;8.1
16:20;7.5
16:30;7.1
16:40;6.6
16:50;5.4
17:00;3.7
17:10;2.6
17:20;1.4
17:30;1.5
17:40;2.2
17:50;2.2
18:00;2.2
18:10;2.5
18:20;2.3
18:30;2.4
18:40;2.5
18:50;2.7
19:00;3.0
19:10;3.2
19:20;3.1
19:30;3.4
19:40;3.3
19:50;3.2
20:00;3.2
20:10;3.2
20:20;3.2
20:30;3.4
20:40;3.5
20:50;3.5
21:00;3.4
21:10;3.0
21:20;1.3
21:30;1.0
21:40;1.1
21:50;1.2
22:00;1.3
22:10;1.6
22:20;1.8
22:30;1.9
22:40;1.9
22:50;1.9
23:00;1.6
23:10;1.6
23:20;0.9
23:30;0.7
23:40;0.8
23:50;0.9
