Time;Temp1
00:00;3.2
00:10;3.4
00:20;3.6
00:30;3.7
00:40;3.8
00:50;3.9
01:00;4.0
01:10;4.1
01:20;4.2
01:30;2.8
01:40;2.5
01:50;2.4
02:00;2.3
02:10;2.2
02:20;2.2
02:30;2.3
02:40;2.2
02:50;2.2
03:00;2.3
03:10;2.4
03:20;2.9
03:30;3.0
03:40;3.4
03:50;3.8
04:00;4.0
04:10;4.2
04:20;4.5
04:30;4.7
04:40;4.7
04:50;4.8
05:00;5.0
05:10;5.0
05:20;5.1
05:30;5.1
05:40;4.7
05:50;4.5
06:00;4.4
06:10;4.3
06:20;4.2
06:30;3.9
06:40;3.8
06:50;3.8
07:00;3.8
07:10;3.6
07:20;3.5
07:30;3.4
07:40;3.3
07:50;3.2
08:00;3.2
08:10;3.3
08:20;3.7
08:30;4.1
08:40;4.4
08:50;4.8
09:00;5.1
09:10;5.2
09:20;5.5
09:30;5.4
09:40;5.6
09:50;5.7
10:00;5.8
10:10;5.8
10:20;6.0
10:30;6.1
10:40;6.2
10:50;6.2
11:00;6.3
11:10;6.4
11:20;6.5
11:30;6.6
11:40;6.7
11:50;6.8
12:00;6.8
12:10;6.8
12:20;6.9
12:30;7.1
12:40;7.3
12:50;7.5
13:00;7.5
13:10;7.5
13:20;7.5
13:30;7.6
13:40;7.9
13:50;8.0
14:00;8.1
14:10;8.1
14:20;8.1
14:30;8.0
14:40;8.0
14:50;8.0
15:00;8.1
15:10;8.1
15:20;8.3
15:30;8.3
15:40;8.3
15:50;8.4
16:00;8.1
16:10;8.0
16:20;8.0
16:30;8.2
16:40;8.3
16:50;8.3
17:00;8.3
17:10;8.3
17:20;8.3
17:30;8.3
17:40;8.4
17:50;8.4
18:00;8.5
18:10;8.4
18:20;8.3
18:30;8.5
18:40;8.5
18:50;8.3
19:00;8.3
19:10;8.2
19:20;8.1
19:30;8.3
19:40;8.3
19:50;8.2
20:00;8.3
20:10;8.5
20:20;8.5
20:30;8.6
20:40;8.6
20:50;8.6
21:00;8.5
21:10;8.5
21:20;8.4
21:30;8.5
21:40;8.6
21:50;8.7
22:00;8.7
22:10;8.6
22:20;8.6
22:30;8.5
22:40;8.5
22:50;8.4
23:00;8.4
23:10;8.4
23:20;8.3
23:30;8.2
23:40;8.2
23:50;8.3
