Time;Temp1
00:00;-0.6
00:10;-0.6
00:20;-0.6
00:30;-0.6
00:40;-0.6
00:50;-0.6
01:00;-0.6
01:10;-0.6
01:20;-0.6
01:30;-0.6
01:40;-0.6
01:50;-0.6
02:00;-0.6
02:10;-0.7
02:20;-0.7
02:30;-0.7
02:40;-0.7
02:50;-0.7
03:00;-0.6
03:10;-0.6
03:20;-0.6
03:30;-0.6
03:40;-0.7
03:50;-0.7
04:00;-0.7
04:10;-0.7
04:20;-0.7
04:30;-0.7
04:40;-0.7
04:50;-0.6
05:00;-0.6
05:10;-0.5
05:20;-0.5
05:30;-0.5
05:40;-0.4
05:50;-0.4
06:00;-0.4
06:10;-0.4
06:20;-0.4
06:30;-0.4
06:40;-0.4
06:50;-0.4
07:00;-0.4
07:10;-0.4
07:20;-0.3
07:30;-0.3
07:40;-0.3
07:50;-0.3
08:00;-0.2
08:10;-0.2
08:20;-0.1
08:30;0.0
08:40;0.0
08:50;0.1
09:00;0.1
09:10;0.0
09:20;0.1
09:30;0.2
09:40;0.4
09:50;0.5
10:00;0.6
10:10;0.6
10:20;0.5
10:30;0.6
10:40;0.6
10:50;0.6
11:00;1.2
11:10;1.3
11:20;1.3
11:30;1.4
11:40;0.8
11:50;0.6
12:00;1.1
12:10;1.8
12:20;2.0
12:30;1.0
12:40;0.2
12:50;0.8
13:00;1.5
13:10;1.8
13:20;2.5
13:30;2.4
13:40;2.5
13:50;2.7
14:00;2.7
14:10;2.4
14:20;2.5
14:30;2.8
14:40;3.0
14:50;2.9
15:00;2.7
15:10;2.0
15:20;1.3
15:30;1.2
15:40;1.7
15:50;1.6
16:00;1.3
16:10;0.5
16:20;0.3
16:30;0.3
16:40;0.3
16:50;0.4
17:00;0.5
17:10;0.6
17:20;0.8
17:30;0.9
17:40;0.7
17:50;0.5
18:00;0.2
18:10;0.1
18:20;0.1
18:30;0.2
18:40;0.3
18:50;0.3
19:00;0.2
19:10;-0.1
19:20;0.2
19:30;0.4
19:40;-0.1
19:50;0.2
20:00;0.3
20:10;0.3
20:20;0.2
20:30;0.4
20:40;0.1
20:50;-0.0
21:00;0.1
21:10;0.2
21:20;0.1
21:30;0.1
21:40;0.1
21:50;0.0
22:00;-0.2
22:10;-0.1
22:20;-0.0
22:30;0.2
22:40;0.3
22:50;0.4
23:00;0.4
23:10;0.1
23:20;0.3
23:30;0.6
23:40;0.6
23:50;0.6
