Time;Temp1
00:00;0.1
00:10;0.1
00:20;0.0
00:30;-0.0
00:40;0.0
00:50;-0.0
01:00;-0.0
01:10;-0.1
01:20;-0.0
01:30;-0.0
01:40;0.0
01:50;0.0
02:00;0.1
02:10;0.1
02:20;0.1
02:30;0.0
02:40;0.0
02:50;0.1
03:00;0.0
03:10;0.0
03:20;0.0
03:30;-0.0
03:40;-0.1
03:50;-0.1
04:00;-0.2
04:10;-0.2
04:20;-0.2
04:30;-0.3
04:40;-0.3
04:50;-0.2
05:00;-0.3
05:10;-0.4
05:20;-0.4
05:30;-0.4
05:40;-0.4
05:50;-0.4
06:00;-0.4
06:10;-0.4
06:20;-0.5
06:30;-0.5
06:40;-0.5
06:50;-0.4
07:00;-0.4
07:10;-0.4
07:20;-0.4
07:30;-0.4
07:40;-0.4
07:50;-0.5
08:00;-0.6
08:10;-0.6
08:20;-0.5
08:30;-0.5
08:40;-0.6
08:50;-0.5
09:00;-0.5
09:10;-0.5
09:20;-0.6
09:30;-0.6
09:40;-0.7
09:50;-0.7
10:00;-0.7
10:10;-0.7
10:20;-0.7
10:30;-0.7
10:40;-0.7
10:50;-0.7
11:00;-0.7
11:10;-0.8
11:20;-0.9
11:30;-1.0
11:40;-1.1
11:50;-1.1
12:00;-1.3
12:10;-1.2
12:20;-1.2
12:30;-1.1
12:40;-1.4
12:50;-1.5
13:00;-1.4
13:10;-1.6
13:20;-1.7
13:30;-1.7
13:40;-1.7
13:50;-1.7
14:00;-1.7
14:10;-1.8
14:20;-2.3
14:30;-2.4
14:40;-2.4
14:50;-2.5
15:00;-2.5
15:10;-2.4
15:20;-2.4
15:30;-2.5
15:40;-2.6
15:50;-2.7
16:00;-2.8
16:10;-2.7
16:20;-2.7
16:30;-2.7
16:40;-2.7
16:50;-2.7
17:00;-2.7
17:10;-2.7
17:20;-2.7
17:30;-2.7
17:40;-2.7
17:50;-2.7
18:00;-2.8
18:10;-2.8
18:20;-2.8
18:30;-2.7
18:40;-2.7
18:50;-2.6
19:00;-2.6
19:10;-2.5
19:20;-2.5
19:30;-2.6
19:40;-2.6
19:50;-2.6
20:00;-2.6
20:10;-2.6
20:20;-2.7
20:30;-2.7
20:40;-2.7
20:50;-2.7
21:00;-2.7
21:10;-2.7
21:20;-2.7
21:30;-2.6
21:40;-2.6
21:50;-2.7
22:00;-2.7
22:10;-2.7
22:20;-2.7
22:30;-2.7
22:40;-2.7
22:50;-2.7
23:00;-2.7
23:10;-2.6
23:20;-2.7
23:30;-2.7
23:40;-2.7
23:50;-2.6
