Time;Temp1
00:00;7.6
00:10;7.6
00:20;7.9
00:30;7.8
00:40;7.8
00:50;8.1
01:00;8.1
01:10;7.9
01:20;7.6
01:30;7.6
01:40;7.4
01:50;7.0
02:00;7.0
02:10;7.2
02:20;7.2
02:30;6.9
02:40;6.8
02:50;7.4
03:00;7.7
03:10;7.9
03:20;8.0
03:30;7.9
03:40;7.7
03:50;7.6
04:00;7.7
04:10;7.5
04:20;7.8
04:30;8.0
04:40;8.2
04:50;8.3
05:00;8.2
05:10;8.1
05:20;8.3
05:30;8.0
05:40;8.0
05:50;8.1
06:00;8.3
06:10;8.7
06:20;9.4
06:30;9.9
06:40;10.4
06:50;9.9
07:00;10.2
07:10;10.7
07:20;11.2
07:30;11.4
07:40;11.3
07:50;11.3
08:00;11.5
08:10;11.7
08:20;11.9
08:30;11.7
08:40;11.4
08:50;11.2
09:00;11.3
09:10;11.5
09:20;11.5
09:30;11.8
09:40;11.9
09:50;12.4
10:00;12.6
10:10;12.6
10:20;12.6
10:30;12.7
10:40;13.1
10:50;13.2
11:00;13.2
11:10;13.3
11:20;13.3
11:30;13.3
11:40;13.3
11:50;13.5
12:00;13.5
12:10;13.8
12:20;13.8
12:30;14.0
12:40;14.1
12:50;14.0
13:00;14.0
13:10;14.3
13:20;14.6
13:30;14.8
13:40;14.9
13:50;15.0
14:00;15.3
14:10;15.3
14:20;15.5
14:30;15.5
14:40;15.7
14:50;15.6
15:00;15.8
15:10;15.9
15:20;16.0
15:30;16.0
15:40;15.7
15:50;15.5
16:00;15.4
16:10;15.4
16:20;15.2
16:30;15.3
16:40;15.3
16:50;15.4
17:00;15.5
17:10;15.7
17:20;15.0
17:30;14.8
17:40;14.7
17:50;14.4
18:00;14.1
18:10;13.3
18:20;13.1
18:30;12.9
18:40;12.5
18:50;12.2
19:00;12.1
19:10;12.3
19:20;12.4
19:30;12.3
19:40;12.2
19:50;12.2
20:00;12.2
20:10;12.3
20:20;12.1
20:30;12.2
20:40;12.1
20:50;10.9
21:00;10.4
21:10;10.3
21:20;10.2
21:30;10.6
21:40;10.6
21:50;10.6
22:00;10.4
22:10;10.0
22:20;10.1
22:30;9.9
22:40;9.8
22:50;9.7
23:00;9.8
23:10;9.9
23:20;9.9
23:30;9.9
23:40;9.9
23:50;9.9
