Time;Temp1
00:00;0.0
00:10;-0.0
00:20;-0.1
00:30;-0.1
00:40;-0.1
00:50;-0.1
01:00;-0.1
01:10;-0.1
01:20;-0.2
01:30;-0.2
01:40;-0.2
01:50;-0.2
02:00;-0.3
02:10;-0.4
02:20;-0.5
02:30;-0.5
02:40;-0.4
02:50;-0.5
03:00;-0.5
03:10;-0.5
03:20;-0.5
03:30;-0.5
03:40;-0.5
03:50;-0.5
04:00;-0.5
04:10;-0.5
04:20;-0.5
04:30;-0.5
04:40;-0.5
04:50;-0.6
05:00;-0.6
05:10;-0.6
05:20;-0.6
05:30;-0.6
05:40;-0.6
05:50;-0.6
06:00;-0.6
06:10;-0.5
06:20;-0.5
06:30;-0.4
06:40;-0.2
06:50;-0.2
07:00;-0.3
07:10;-0.2
07:20;-0.1
07:30;-0.0
07:40;0.0
07:50;-0.0
08:00;0.1
08:10;0.2
08:20;0.4
08:30;0.6
08:40;0.7
08:50;0.7
09:00;0.8
09:10;0.9
09:20;1.0
09:30;1.3
09:40;1.2
09:50;1.2
10:00;1.3
10:10;1.6
10:20;1.8
10:30;2.3
10:40;2.5
10:50;2.1
11:00;2.2
11:10;2.5
11:20;2.7
11:30;2.7
11:40;3.0
11:50;2.9
12:00;3.3
12:10;3.9
12:20;4.4
12:30;4.4
12:40;3.9
12:50;3.4
13:00;3.8
13:10;4.0
13:20;4.3
13:30;3.8
13:40;3.7
13:50;3.8
14:00;4.4
14:10;4.6
14:20;4.6
14:30;4.4
14:40;4.4
14:50;4.3
15:00;4.6
15:10;4.5
15:20;4.8
15:30;4.9
15:40;4.8
15:50;4.8
16:00;4.7
16:10;4.7
16:20;4.6
16:30;4.3
16:40;4.2
16:50;4.0
17:00;3.8
17:10;3.8
17:20;3.5
17:30;3.3
17:40;3.1
17:50;2.9
18:00;2.7
18:10;2.6
18:20;2.6
18:30;2.6
18:40;2.2
18:50;1.8
19:00;2.1
19:10;2.0
19:20;2.1
19:30;1.8
19:40;1.4
19:50;1.0
20:00;0.5
20:10;0.5
20:20;0.2
20:30;0.2
20:40;0.3
20:50;0.2
21:00;0.1
21:10;0.0
21:20;-0.1
21:30;-0.2
21:40;-0.0
21:50;-0.0
22:00;0.2
22:10;0.2
22:20;0.0
22:30;-0.1
22:40;-0.0
22:50;-0.0
23:00;-0.3
23:10;-0.0
23:20;0.1
23:30;0.1
23:40;0.2
23:50;0.2
