%%pps=70%%;0.0;0.672;0.672;0.681;0.681;0.7;0.708;0.708;0.709;6.109;8.481;8.545;33.593;33.594
%%pps=22%%;0.0;2.075;2.075;2.081;2.082;2.094;2.124;2.844;2.845;8.886;11.221;11.408;37.359;37.359
%%pps=23%%;0.0;1.976;1.977;2.002;2.002;2.029;2.067;2.861;2.862;8.446;10.639;10.992;36.744;36.745
%%pps=20%%;0.0;2.259;2.259;2.275;2.276;2.287;2.341;3.014;3.014;9.086;11.452;11.726;38.35;38.35
%%pps=4%%;0.0;2.138;2.139;2.155;2.156;2.176;2.279;3.035;3.036;8.845;11.185;11.394;37.855;37.855
%%pps=2%%;0.0;2.266;2.266;2.272;2.273;2.285;2.315;3.271;3.272;8.933;11.282;11.526;38.839;38.839
%%pps=2%%;0.0;2.28;2.28;2.28;2.28;2.281;2.403;2.403;2.403;2.413;2.437;2.443;2.946;2.946
